InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount,CostPerUnit,CustomerType,PaymentMode
INV1005861,06-12-2024 06:30,STR040,PRD0055,Accessories,3,6362,0,1527.43,New,Card
INV1005862,18-08-2024 21:31,STR026,PRD0041,Accessories,4,5692.12,5,1675.05,Returning,Digital
INV1005863,26-08-2024 19:32,STR015,PRD0089,Shoes,4,4813.63,20,291.04,Returning,Digital
INV1005864,09-06-2024 02:35,STR023,PRD0095,Shoes,2,6647.65,15,240.28,Returning,Digital
INV1005865,27-01-2025 18:52,STR039,PRD0061,Accessories,3,6538.85,0,2003.39,New,Digital
INV1005866,28-06-2024 03:37,STR015,PRD0110,Shoes,2,1960.21,25,1897.76,Returning,Card
INV1005867,24-02-2025 00:13,STR050,PRD0078,Accessories,4,5143.73,15,1155.3,Returning,Digital
INV1005868,11-10-2025 08:10,STR019,PRD0110,Shoes,5,4396.51,15,1937.66,New,Card
INV1005869,06-11-2024 18:45,STR041,PRD0074,Accessories,6,9077.36,15,730.73,Returning,Digital
INV1005870,26-12-2023 02:46,STR019,PRD0106,Shoes,4,2811.23,0,1271.68,Returning,Card
INV1005871,20-04-2025 05:33,STR027,PRD0062,Accessories,2,1876.82,15,1461.1,New,Digital
INV1005872,02-05-2025 19:59,STR025,PRD0027,Clothing,1,4888.04,5,243.01,Returning,Card
INV1005873,12-06-2025 05:19,STR005,PRD0097,Shoes,2,1709.53,5,1630.89,New,Card
INV1005874,14-03-2025 05:40,STR024,PRD0055,Accessories,2,5973.29,10,1404.95,New,Digital
INV1005875,08-08-2024 04:02,STR035,PRD0028,Clothing,3,4784.17,10,314.15,New,Digital
INV1005876,22-11-2023 00:20,STR018,PRD0050,Accessories,6,564.38,0,852.14,Returning,Card
INV1005877,20-09-2025 02:36,STR013,PRD0007,Clothing,4,642.01,5,1671.48,Returning,Card
INV1005878,12-01-2024 18:29,STR012,PRD0020,Clothing,4,1181.81,10,95.54,Returning,Card
INV1005879,16-01-2024 19:12,STR029,PRD0040,Clothing,3,3387.66,0,1099.73,New,Cash
INV1005880,15-05-2024 19:39,STR046,PRD0049,Accessories,2,9995.84,5,1532.78,New,Digital
INV1005881,28-09-2025 06:25,STR028,PRD0054,Accessories,6,5391.82,15,1859.05,New,Card
INV1005882,18-04-2024 20:42,STR025,PRD0019,Clothing,2,1059.7,5,1936.44,Returning,Card
INV1005883,23-11-2023 05:27,STR015,PRD0113,Shoes,4,3660.16,10,994.27,Returning,Card
INV1005884,10-05-2024 05:49,STR007,PRD0107,Shoes,2,2417.51,10,349.2,Returning,Digital
INV1005885,03-11-2025 22:41,STR044,PRD0004,Clothing,5,1127.18,0,469.09,Returning,Cash
INV1005886,18-08-2024 23:40,STR036,PRD0025,Clothing,5,4518.26,0,1941.47,New,Card
INV1005887,25-09-2024 07:53,STR020,PRD0002,Clothing,3,4958.97,10,145.66,Returning,Digital
INV1005888,20-02-2024 07:18,STR043,PRD0060,Accessories,3,8280.18,15,780.45,New,Cash
INV1005889,12-10-2025 07:17,STR016,PRD0075,Accessories,7,9379.06,0,1410.21,New,Cash
INV1005890,12-06-2025 00:49,STR007,PRD0051,Accessories,3,3594.86,10,901.37,Returning,Card
INV1005891,10-05-2025 01:53,STR045,PRD0043,Accessories,4,6690.2,10,581.92,Returning,Cash
INV1005892,13-02-2024 02:55,STR006,PRD0051,Accessories,2,6754.42,0,793.74,New,Digital
INV1005893,23-03-2025 20:47,STR006,PRD0072,Accessories,3,3846.74,0,1559.69,Returning,Card
INV1005894,26-04-2025 00:39,STR027,PRD0063,Accessories,4,9249.98,0,1012.63,New,Cash
INV1005895,17-11-2024 06:36,STR034,PRD0040,Clothing,7,1061.87,10,1003.51,New,Card
INV1005896,03-01-2025 00:39,STR045,PRD0113,Shoes,2,2753.7,0,1173.7,Returning,Cash
INV1005897,31-08-2024 07:14,STR004,PRD0113,Shoes,3,5054.75,10,1188.58,Returning,Digital
INV1005898,20-03-2024 21:54,STR036,PRD0022,Clothing,2,2068.13,10,1643.49,Returning,Digital
INV1005899,06-11-2024 19:12,STR046,PRD0062,Accessories,3,1953.47,10,1237.07,Returning,Cash
INV1005900,02-11-2024 21:13,STR029,PRD0066,Accessories,7,320.39,0,1570.89,New,Cash
INV1005901,25-06-2025 06:03,STR045,PRD0046,Accessories,3,4803.47,5,595.84,New,Card
INV1005902,29-04-2024 02:40,STR012,PRD0102,Shoes,4,7171.11,10,1670.42,New,Card
INV1005903,31-01-2024 05:08,STR048,PRD0079,Accessories,3,5519.28,20,695.93,Returning,Cash
INV1005904,23-02-2024 00:38,STR004,PRD0024,Clothing,4,3660.32,0,430.84,New,Card
INV1005905,20-01-2025 19:46,STR010,PRD0019,Clothing,2,3787.76,15,1362.26,New,Cash
INV1005906,27-09-2024 04:54,STR012,PRD0003,Clothing,3,3939.03,5,738.16,New,Card
INV1005907,21-02-2024 03:44,STR017,PRD0108,Shoes,6,1278.72,15,862.91,New,Card
INV1005908,05-05-2025 01:32,STR015,PRD0011,Clothing,1,1536.63,5,507.71,Returning,Digital
INV1005909,07-10-2025 00:12,STR048,PRD0006,Clothing,2,1861.92,5,1581.62,New,Digital
INV1005910,06-03-2025 08:09,STR044,PRD0095,Shoes,3,4104.07,0,214.25,New,Digital
INV1005911,14-07-2025 02:44,STR034,PRD0101,Shoes,2,3451.42,15,115.63,Returning,Card
INV1005912,14-09-2025 21:56,STR020,PRD0009,Clothing,5,1516.03,5,1032.07,Returning,Digital
INV1005913,07-10-2025 20:53,STR008,PRD0102,Shoes,7,4993.41,25,1324.05,New,Card
INV1005914,11-05-2025 02:49,STR033,PRD0047,Accessories,3,7990.78,0,340.29,Returning,Digital
INV1005915,02-11-2024 03:33,STR034,PRD0086,Shoes,8,4062.45,0,524.03,Returning,Card
INV1005916,31-10-2024 22:11,STR001,PRD0072,Accessories,5,7530.92,15,2028.07,Returning,Digital
INV1005917,07-07-2024 22:52,STR049,PRD0071,Accessories,3,1447.78,5,490.84,Returning,Cash
INV1005918,30-01-2025 19:47,STR046,PRD0015,Clothing,6,552.01,25,1559.31,New,Digital
INV1005919,29-10-2025 19:31,STR027,PRD0075,Accessories,5,7751.98,5,1184.72,Returning,Cash
INV1005920,28-08-2025 22:37,STR019,PRD0079,Accessories,2,1414.28,5,630.92,Returning,Card
INV1005921,16-12-2023 00:24,STR025,PRD0037,Clothing,3,4243.22,0,1925.49,Returning,Cash
INV1005922,22-08-2024 07:06,STR034,PRD0111,Shoes,2,7993.21,0,1526.99,New,Cash
INV1005923,03-04-2025 07:52,STR025,PRD0092,Shoes,3,7377.43,0,1370.04,Returning,Digital
INV1005924,15-06-2024 20:26,STR031,PRD0046,Accessories,2,2168.48,5,549.56,Returning,Card
INV1005925,15-03-2024 20:52,STR047,PRD0106,Shoes,3,7996.78,25,1536.96,New,Digital
INV1005926,27-07-2024 19:57,STR027,PRD0096,Shoes,4,5102.76,0,959.5,New,Card
INV1005927,12-04-2025 06:32,STR027,PRD0079,Accessories,3,5113.93,0,607.25,Returning,Digital
INV1005928,18-04-2025 02:15,STR020,PRD0030,Clothing,5,4657.92,20,1495.07,New,Card
INV1005929,04-09-2024 08:02,STR008,PRD0095,Shoes,2,3506.66,0,231.7,Returning,Digital
INV1005930,02-04-2025 00:39,STR011,PRD0067,Accessories,5,2830,25,615.14,Returning,Digital
INV1005931,04-05-2025 03:17,STR045,PRD0035,Clothing,4,4686.06,5,755.72,New,Cash
INV1005932,20-12-2023 18:46,STR026,PRD0075,Accessories,7,2552.45,25,1543.55,New,Cash
INV1005933,31-10-2025 18:31,STR035,PRD0094,Shoes,4,2161.48,0,727.85,Returning,Card
INV1005934,07-01-2024 19:14,STR011,PRD0086,Shoes,2,2261.2,0,502,Returning,Cash
INV1005935,04-02-2025 03:57,STR050,PRD0094,Shoes,5,7472.91,30,994.39,Returning,Digital
INV1005936,02-10-2024 17:58,STR003,PRD0101,Shoes,7,7751.5,0,133.76,Returning,Cash
INV1005937,14-07-2025 01:33,STR003,PRD0031,Clothing,2,4133.65,5,1641.77,New,Cash
INV1005938,06-07-2024 06:54,STR011,PRD0068,Accessories,5,3333.73,20,154.96,Returning,Digital
INV1005939,23-02-2024 01:20,STR001,PRD0105,Shoes,3,7111.88,0,539.73,Returning,Cash
INV1005940,06-11-2025 22:44,STR036,PRD0023,Clothing,3,4810.29,0,768.55,New,Cash
INV1005941,01-07-2025 00:22,STR042,PRD0067,Accessories,1,1149.22,20,526.58,Returning,Card
INV1005942,14-11-2025 01:05,STR014,PRD0005,Clothing,7,3158.36,10,1474.53,New,Digital
INV1005943,06-08-2025 22:56,STR025,PRD0103,Shoes,2,6988.47,5,1269.02,Returning,Digital
INV1005944,27-11-2023 22:09,STR031,PRD0027,Clothing,4,1617.33,0,324.51,Returning,Cash
INV1005945,06-01-2024 19:38,STR019,PRD0084,Shoes,4,2071.49,10,1623.44,Returning,Cash
INV1005946,03-04-2025 04:26,STR001,PRD0014,Clothing,3,903.97,0,494.55,New,Card
INV1005947,21-01-2025 03:55,STR043,PRD0038,Clothing,2,939.74,5,1217.25,Returning,Card
INV1005948,01-03-2025 05:03,STR050,PRD0089,Shoes,2,2497.04,0,290.14,New,Digital
INV1005949,25-04-2024 04:14,STR021,PRD0045,Accessories,3,7498.39,0,244.36,Returning,Digital
INV1005950,03-07-2025 18:16,STR026,PRD0050,Accessories,1,645.11,0,828.5,Returning,Card
INV1005951,27-02-2024 02:30,STR039,PRD0029,Clothing,3,2180.85,0,1435.34,New,Card
INV1005952,03-08-2024 00:16,STR033,PRD0078,Accessories,3,8088.38,0,907.74,Returning,Card
INV1005953,07-03-2025 23:03,STR021,PRD0049,Accessories,3,7519.9,15,1519.68,Returning,Digital
INV1005954,03-11-2025 22:48,STR011,PRD0032,Clothing,3,1812.79,0,1216.19,New,Cash
INV1005955,12-05-2024 17:46,STR002,PRD0062,Accessories,4,4475.39,15,1365.26,New,Cash
INV1005956,16-12-2023 02:39,STR012,PRD0006,Clothing,4,3164.44,0,1231.9,Returning,Digital
INV1005957,19-06-2024 18:25,STR019,PRD0015,Clothing,3,3512.44,5,1195.67,Returning,Card
INV1005958,11-03-2025 22:16,STR007,PRD0082,Shoes,2,2325.97,5,655.66,Returning,Digital
INV1005959,04-05-2024 23:14,STR024,PRD0027,Clothing,2,3848.36,0,317.02,Returning,Card
INV1005960,13-09-2024 21:06,STR048,PRD0080,Accessories,1,5834.25,0,482.15,New,Card
INV1005961,17-09-2024 02:28,STR009,PRD0114,Shoes,2,2865.76,5,351.95,Returning,Card
INV1005962,25-04-2024 23:27,STR017,PRD0084,Shoes,3,1655.62,0,2125.41,New,Digital
INV1005963,01-04-2025 03:23,STR025,PRD0075,Accessories,1,2163.42,0,1496.66,New,Digital
INV1005964,02-11-2024 01:58,STR002,PRD0068,Accessories,5,5594.25,0,184.68,Returning,Digital
INV1005965,22-07-2024 00:42,STR043,PRD0083,Shoes,2,2102.42,0,1411.31,Returning,Digital
INV1005966,19-07-2024 08:00,STR004,PRD0078,Accessories,1,5661.93,0,1145.65,Returning,Digital
INV1005967,25-11-2024 22:20,STR016,PRD0036,Clothing,3,1885.88,5,932.96,Returning,Cash
INV1005968,28-07-2024 00:14,STR038,PRD0044,Accessories,2,499.52,5,683.55,New,Digital
INV1005969,02-01-2024 04:20,STR008,PRD0004,Clothing,4,1709.72,5,481.77,Returning,Card
INV1005970,10-02-2025 08:39,STR020,PRD0082,Shoes,2,4973.2,5,484.3,Returning,Card
INV1005971,30-06-2025 17:56,STR004,PRD0048,Accessories,4,7501.63,25,626.38,Returning,Cash
INV1005972,23-08-2025 05:53,STR027,PRD0024,Clothing,4,4124.52,10,346.85,New,Cash
INV1005973,30-06-2024 02:11,STR003,PRD0072,Accessories,5,1506.29,30,2029.2,Returning,Digital
INV1005974,15-06-2025 03:30,STR036,PRD0004,Clothing,4,4496.86,10,617.84,Returning,Card
INV1005975,20-01-2025 07:04,STR036,PRD0100,Shoes,4,7450.67,10,2024.99,Returning,Digital
INV1005976,18-05-2025 19:22,STR006,PRD0056,Accessories,2,3408.3,0,1306.34,New,Cash
INV1005977,27-09-2024 21:18,STR048,PRD0006,Clothing,1,986.37,0,1614.51,New,Digital
INV1005978,03-09-2024 21:17,STR034,PRD0077,Accessories,2,5355.31,0,1821.8,Returning,Digital
INV1005979,30-10-2024 05:54,STR012,PRD0048,Accessories,6,7300.09,15,505.71,Returning,Card
INV1005980,01-12-2023 19:38,STR002,PRD0005,Clothing,5,1420.12,0,1703.16,Returning,Digital
INV1005981,17-10-2024 05:03,STR026,PRD0008,Clothing,9,4303.21,5,264.25,New,Cash
INV1005982,13-10-2025 08:04,STR035,PRD0012,Clothing,3,4214.5,5,1243.53,New,Digital
INV1005983,12-11-2025 18:32,STR009,PRD0038,Clothing,3,1875.55,5,1230.25,New,Cash
INV1005984,13-08-2025 18:52,STR041,PRD0114,Shoes,4,2086.47,20,503.94,Returning,Card
INV1005985,22-04-2024 01:01,STR034,PRD0076,Accessories,3,3783.49,0,819.19,New,Card
INV1005986,14-02-2025 20:02,STR049,PRD0075,Accessories,6,9368.2,15,1079.86,Returning,Digital
INV1005987,09-06-2025 02:44,STR032,PRD0026,Clothing,3,4798.55,0,648.27,New,Digital
INV1005988,02-02-2024 05:48,STR049,PRD0004,Clothing,3,4658.95,0,454.6,Returning,Cash
INV1005989,17-03-2025 02:10,STR026,PRD0113,Shoes,2,1756.52,0,1122.51,New,Cash
INV1005990,18-05-2024 06:11,STR047,PRD0065,Accessories,4,3313.22,0,1556.48,New,Digital
INV1005991,19-03-2025 02:26,STR040,PRD0033,Clothing,3,747.35,0,1226.96,Returning,Card
INV1005992,10-05-2025 22:28,STR013,PRD0056,Accessories,6,4954.83,10,1225.5,Returning,Card
INV1005993,19-07-2024 05:13,STR037,PRD0077,Accessories,2,6540.6,0,1935.28,Returning,Card
INV1005994,17-07-2025 00:55,STR006,PRD0040,Clothing,4,2076.81,0,1395.82,New,Cash
INV1005995,10-11-2025 22:33,STR034,PRD0062,Accessories,3,750.47,5,1502.81,Returning,Cash
INV1005996,24-12-2024 07:53,STR029,PRD0081,Shoes,9,5589.79,20,1062.86,New,Cash
INV1005997,05-12-2024 20:33,STR022,PRD0073,Accessories,2,1475.95,0,1481.69,Returning,Digital
INV1005998,17-06-2025 02:06,STR023,PRD0070,Accessories,3,5465.67,5,526.88,New,Card
INV1005999,23-09-2025 03:01,STR015,PRD0019,Clothing,1,1567.27,0,1553.69,New,Card
INV1006000,15-03-2025 00:14,STR044,PRD0102,Shoes,3,2860.43,0,1439.74,New,Digital
INV1006001,15-01-2024 07:10,STR006,PRD0097,Shoes,1,5506.1,0,2256.17,Returning,Cash
INV1006002,29-08-2024 05:01,STR018,PRD0024,Clothing,3,4768.9,5,385.75,New,Digital
INV1006003,15-07-2024 06:21,STR024,PRD0111,Shoes,1,5481.02,5,2116.1,New,Card
INV1006004,16-05-2025 19:33,STR045,PRD0034,Clothing,2,4284.6,0,1914.27,Returning,Cash
INV1006005,17-04-2024 06:15,STR023,PRD0043,Accessories,1,6469.08,15,624.34,New,Cash
INV1006006,30-03-2025 08:33,STR004,PRD0115,Shoes,1,1618.84,0,2104.14,Returning,Cash
INV1006007,09-01-2025 05:31,STR045,PRD0103,Shoes,2,2844.98,0,1228.06,Returning,Digital
INV1006008,30-11-2023 18:13,STR007,PRD0071,Accessories,3,6719.65,0,557.33,Returning,Card
INV1006009,12-08-2025 00:24,STR050,PRD0021,Clothing,1,585.54,5,1946.16,Returning,Card
INV1006010,23-10-2024 05:16,STR041,PRD0079,Accessories,4,4791.51,5,613.39,New,Cash
INV1006011,05-05-2025 04:44,STR032,PRD0003,Clothing,2,4894.14,5,663.28,Returning,Cash
INV1006012,14-10-2024 00:10,STR038,PRD0088,Shoes,3,1666.79,0,1216.6,Returning,Digital
INV1006013,13-12-2023 21:15,STR035,PRD0069,Accessories,4,3499.62,5,764.11,Returning,Cash
INV1006014,05-11-2025 19:22,STR004,PRD0009,Clothing,6,4414.49,20,842.92,Returning,Card
INV1006015,14-12-2024 04:30,STR022,PRD0012,Clothing,6,975.59,0,1082.7,New,Digital
INV1006016,07-01-2025 07:06,STR036,PRD0100,Shoes,4,3106.75,10,1872.71,Returning,Cash
INV1006017,13-06-2024 06:26,STR025,PRD0074,Accessories,2,3369.69,0,565.09,Returning,Card
INV1006018,14-08-2025 23:09,STR036,PRD0026,Clothing,1,3258.64,0,822.1,Returning,Digital
INV1006019,08-03-2024 00:15,STR041,PRD0082,Shoes,6,5204.57,0,564.02,Returning,Card
INV1006020,04-07-2024 02:28,STR011,PRD0094,Shoes,2,2750.52,0,949.06,Returning,Card
INV1006021,11-03-2025 00:32,STR044,PRD0025,Clothing,3,699.08,20,1947.29,New,Card
INV1006022,18-06-2025 19:49,STR045,PRD0113,Shoes,2,2124.58,0,1225,Returning,Card
INV1006023,21-06-2025 02:34,STR023,PRD0026,Clothing,2,2489.83,20,641.36,New,Card
INV1006024,27-08-2024 08:17,STR009,PRD0103,Shoes,3,7792.14,5,1357.57,New,Digital
INV1006025,25-07-2024 01:29,STR032,PRD0028,Clothing,2,4834.61,0,254.31,Returning,Digital
INV1006026,15-06-2024 18:25,STR045,PRD0115,Shoes,6,1237.46,10,1838.84,Returning,Card
INV1006027,02-04-2025 20:17,STR029,PRD0114,Shoes,3,1171.45,10,517.33,New,Digital
INV1006028,25-02-2025 05:19,STR038,PRD0009,Clothing,5,2430.65,25,1063,New,Digital
INV1006029,24-05-2025 02:25,STR029,PRD0019,Clothing,1,506.91,5,1764.24,Returning,Card
INV1006030,30-12-2023 06:44,STR032,PRD0001,Clothing,6,3951.82,5,1547.07,Returning,Digital
INV1006031,29-06-2025 21:31,STR019,PRD0032,Clothing,1,892.71,0,1738.28,New,Cash
INV1006032,14-07-2025 20:26,STR026,PRD0061,Accessories,2,6635.36,0,1793.19,Returning,Card
INV1006033,10-03-2024 05:35,STR017,PRD0019,Clothing,3,2736.1,5,1830.16,Returning,Cash
INV1006034,28-05-2025 06:15,STR050,PRD0036,Clothing,3,1346.33,0,1339.44,New,Cash
INV1006035,04-06-2025 20:39,STR022,PRD0096,Shoes,3,7933.36,15,774.01,Returning,Card
INV1006036,09-06-2025 19:18,STR039,PRD0070,Accessories,2,8150.1,0,583.53,New,Card
INV1006037,27-04-2024 19:52,STR045,PRD0102,Shoes,3,2951.82,0,1560.76,Returning,Digital
INV1006038,03-11-2025 07:27,STR022,PRD0002,Clothing,6,1862.46,5,134.46,New,Card
INV1006039,11-01-2025 00:30,STR035,PRD0070,Accessories,2,9009.34,0,559.63,Returning,Cash
INV1006040,23-08-2024 05:34,STR028,PRD0086,Shoes,2,1072.14,15,434.14,Returning,Cash
INV1006041,14-12-2023 03:32,STR045,PRD0053,Accessories,6,811.96,10,582.29,Returning,Cash
INV1006042,31-01-2024 05:59,STR031,PRD0024,Clothing,1,3790.16,0,341.08,Returning,Cash
INV1006043,19-09-2024 18:22,STR017,PRD0028,Clothing,4,1319.05,20,267.56,Returning,Digital
INV1006044,26-03-2024 05:39,STR045,PRD0050,Accessories,3,3068.27,15,935.75,New,Cash
INV1006045,11-05-2025 07:15,STR030,PRD0101,Shoes,4,1790.05,0,121.43,New,Digital
INV1006046,10-09-2024 05:02,STR020,PRD0035,Clothing,2,2251.86,5,661.05,New,Card
INV1006047,22-08-2025 18:56,STR043,PRD0056,Accessories,2,6893.59,10,1106.45,Returning,Cash
INV1006048,10-02-2025 04:04,STR002,PRD0060,Accessories,4,6664.3,20,910.74,Returning,Cash
INV1006049,16-05-2024 00:47,STR004,PRD0025,Clothing,3,2829.27,5,1705.1,New,Cash
INV1006050,05-10-2025 02:48,STR020,PRD0063,Accessories,3,850.55,0,1235.78,Returning,Digital
INV1006051,18-12-2023 22:34,STR049,PRD0013,Clothing,5,2395.23,0,173.5,New,Cash
INV1006052,26-11-2024 23:59,STR041,PRD0036,Clothing,5,4040.15,10,1331.04,Returning,Cash
INV1006053,18-12-2024 20:55,STR033,PRD0006,Clothing,7,4283.12,20,1185.88,Returning,Card
INV1006054,05-03-2025 23:06,STR031,PRD0080,Accessories,4,2949.9,20,561.22,Returning,Card
INV1006055,23-02-2024 20:59,STR025,PRD0051,Accessories,5,9374.41,25,901.16,Returning,Card
INV1006056,13-04-2024 19:47,STR047,PRD0036,Clothing,4,4592.93,0,1016.76,New,Card
INV1006057,28-10-2025 03:48,STR045,PRD0018,Clothing,6,4425.1,30,1114.08,Returning,Cash
INV1006058,28-10-2024 07:12,STR033,PRD0025,Clothing,3,1919.25,15,2011.49,Returning,Cash
INV1006059,23-05-2025 07:54,STR019,PRD0052,Accessories,4,5938.19,10,462.74,Returning,Cash
INV1006060,24-05-2025 21:28,STR030,PRD0074,Accessories,2,7591.91,5,568.46,New,Cash
INV1006061,23-06-2024 22:57,STR023,PRD0005,Clothing,1,4858.45,0,1553.5,New,Card
INV1006062,21-04-2024 05:32,STR009,PRD0093,Shoes,5,5828.91,0,1855.34,Returning,Card
INV1006063,04-11-2025 06:46,STR021,PRD0001,Clothing,5,4743.71,0,1572.93,Returning,Digital
INV1006064,04-08-2025 05:08,STR048,PRD0048,Accessories,1,5833.98,0,545.95,Returning,Card
INV1006065,12-09-2025 01:29,STR014,PRD0049,Accessories,1,8158.17,0,1108.01,New,Card
INV1006066,30-12-2024 19:36,STR043,PRD0032,Clothing,4,1180.18,5,1400.35,Returning,Cash
INV1006067,31-05-2025 19:35,STR005,PRD0084,Shoes,2,3812.62,15,1497.61,Returning,Digital
INV1006068,08-04-2025 21:10,STR027,PRD0071,Accessories,1,5136.89,0,436.3,New,Card
INV1006069,16-06-2024 23:00,STR035,PRD0107,Shoes,5,6300.83,0,281.68,Returning,Digital
INV1006070,05-02-2024 05:37,STR015,PRD0012,Clothing,1,1394.75,0,893.63,New,Digital
INV1006071,01-11-2025 06:04,STR045,PRD0050,Accessories,8,1542.93,25,826.38,Returning,Digital
INV1006072,15-03-2024 04:48,STR049,PRD0050,Accessories,1,321.46,0,900.92,Returning,Digital
INV1006073,03-07-2024 02:52,STR018,PRD0077,Accessories,2,5711.51,5,1659.6,Returning,Cash
INV1006074,02-12-2024 20:53,STR019,PRD0067,Accessories,6,1357.52,10,471.41,Returning,Cash
INV1006075,29-09-2025 23:04,STR029,PRD0045,Accessories,2,1377.24,0,204.24,Returning,Card
INV1006076,08-12-2024 18:49,STR033,PRD0095,Shoes,7,2519.07,10,214.15,Returning,Digital
INV1006077,23-01-2024 01:35,STR001,PRD0062,Accessories,3,8176.48,10,1074.86,Returning,Card
INV1006078,14-02-2025 20:46,STR021,PRD0050,Accessories,4,9789.35,5,713.33,Returning,Card
INV1006079,04-04-2025 17:47,STR026,PRD0032,Clothing,3,1419.15,0,1532.48,New,Cash
INV1006080,03-06-2024 08:19,STR013,PRD0109,Shoes,2,5916.66,15,1003.6,Returning,Cash
INV1006081,19-05-2025 08:12,STR029,PRD0022,Clothing,1,2802.84,0,1566.43,Returning,Digital
INV1006082,11-06-2025 04:09,STR040,PRD0098,Shoes,2,6616.7,0,890.33,Returning,Card
INV1006083,15-04-2025 02:39,STR002,PRD0050,Accessories,1,3021.64,0,659.5,Returning,Card
INV1006084,18-10-2024 05:42,STR010,PRD0035,Clothing,4,4392.72,0,748.43,New,Card
INV1006085,17-08-2025 23:41,STR038,PRD0103,Shoes,6,2404.96,25,1578.75,New,Card
INV1006086,11-07-2025 22:10,STR035,PRD0091,Shoes,3,1862.82,5,323.16,Returning,Card
INV1006087,17-10-2025 05:31,STR031,PRD0036,Clothing,7,2096.94,0,1036.94,Returning,Card
INV1006088,26-05-2024 01:18,STR035,PRD0053,Accessories,4,5192.58,0,686.32,Returning,Cash
INV1006089,07-09-2024 02:33,STR041,PRD0023,Clothing,5,3227.51,0,720.27,Returning,Card
INV1006090,13-07-2025 21:47,STR047,PRD0045,Accessories,3,6161.55,0,297.06,Returning,Card
INV1006091,06-09-2024 06:59,STR029,PRD0061,Accessories,1,1859.65,5,1660.48,Returning,Cash
INV1006092,21-10-2025 03:30,STR050,PRD0090,Shoes,3,813.9,0,165.02,Returning,Cash
INV1006093,24-10-2025 22:38,STR033,PRD0110,Shoes,4,4731.43,5,2052,Returning,Digital
INV1006094,08-08-2025 07:45,STR041,PRD0104,Shoes,1,4450.6,0,909.25,Returning,Digital
INV1006095,11-10-2025 01:37,STR039,PRD0073,Accessories,7,3913.96,10,1525.88,Returning,Digital
INV1006096,18-04-2025 21:30,STR028,PRD0097,Shoes,2,6027.38,0,1776.76,New,Card
INV1006097,24-10-2025 20:03,STR046,PRD0021,Clothing,3,1367.81,0,1600.49,Returning,Cash
INV1006098,01-12-2024 01:47,STR047,PRD0018,Clothing,8,533.24,25,1428.98,New,Digital
INV1006099,16-08-2024 18:03,STR044,PRD0056,Accessories,2,6449.7,0,1359.02,Returning,Card
INV1006100,24-06-2025 04:19,STR015,PRD0106,Shoes,3,6310.83,15,1368.09,Returning,Digital
INV1006101,29-03-2025 05:42,STR023,PRD0021,Clothing,3,4320.69,10,1696.48,Returning,Digital
INV1006102,30-04-2024 06:42,STR036,PRD0104,Shoes,2,3101.58,0,1037.05,New,Digital
INV1006103,03-07-2025 18:51,STR047,PRD0058,Accessories,5,9353.69,20,1687.42,Returning,Card
INV1006104,13-10-2025 07:23,STR044,PRD0073,Accessories,4,4200.69,10,1580.34,New,Card
INV1006105,13-02-2025 19:18,STR048,PRD0028,Clothing,5,1157.53,10,232.82,Returning,Card
INV1006106,15-09-2025 06:47,STR031,PRD0102,Shoes,4,3897.23,20,1253.41,Returning,Cash
INV1006107,13-06-2025 05:04,STR023,PRD0089,Shoes,1,3846.68,5,310.62,Returning,Digital
INV1006108,02-05-2025 00:22,STR042,PRD0003,Clothing,3,1456.67,25,595.95,New,Card
INV1006109,10-12-2023 22:54,STR008,PRD0088,Shoes,7,4085.93,0,1253.93,Returning,Cash
INV1006110,26-08-2024 08:06,STR041,PRD0061,Accessories,3,4085.59,0,1681.61,New,Digital
INV1006111,12-06-2025 20:31,STR006,PRD0001,Clothing,5,3931.5,25,1507.22,Returning,Digital
INV1006112,30-10-2025 03:08,STR024,PRD0012,Clothing,4,2645.55,0,1097.86,New,Digital
INV1006113,10-08-2024 18:31,STR002,PRD0078,Accessories,6,4924.39,25,943.54,Returning,Cash
INV1006114,07-03-2024 19:00,STR012,PRD0088,Shoes,5,3106.54,25,1196.19,Returning,Cash
INV1006115,16-10-2025 04:51,STR041,PRD0004,Clothing,2,4059.88,5,617.94,Returning,Cash
INV1006116,20-07-2025 22:52,STR015,PRD0004,Clothing,1,4522.09,20,623.55,Returning,Card
INV1006117,17-06-2024 22:00,STR044,PRD0108,Shoes,4,6627.37,0,871.37,Returning,Card
INV1006118,30-06-2024 01:34,STR028,PRD0004,Clothing,4,3592.96,15,614.95,Returning,Cash
INV1006119,06-11-2024 05:36,STR036,PRD0113,Shoes,4,1243.06,5,1161.53,New,Cash
INV1006120,04-11-2025 04:46,STR035,PRD0030,Clothing,6,1300.98,0,1361.82,New,Card
INV1006121,03-06-2024 22:54,STR018,PRD0026,Clothing,3,4605.06,20,885.26,Returning,Digital
INV1006122,26-04-2024 22:21,STR019,PRD0056,Accessories,3,1358.6,0,1459.65,New,Cash
INV1006123,10-04-2024 00:26,STR017,PRD0011,Clothing,5,1820.91,25,526.17,Returning,Digital
INV1006124,17-05-2024 00:55,STR025,PRD0048,Accessories,5,5533.43,25,557.58,New,Digital
INV1006125,18-12-2023 05:39,STR042,PRD0079,Accessories,3,4276.79,0,603.42,Returning,Card
INV1006126,15-08-2025 23:11,STR029,PRD0007,Clothing,9,4823.67,20,2047.95,Returning,Card
